split,label,dataset,path
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1589_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1589_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1592_2.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1595_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1595_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1599_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1599_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_159_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1601_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1601_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1603_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1603_3.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1603_4.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1604_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1605_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1608_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1611_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1614_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1614_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1615_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1615_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1618_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1620_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1620_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1628_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1630_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1630_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1632_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1640_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1640_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1642_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1644_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1644_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1644_3.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1647_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1647_2.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1647_3.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1650_3.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1651_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1657_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1657_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1658_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1664_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1665_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1665_3.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1667_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1673_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1677_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1678_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1681_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1681_2.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1683_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1690_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1695_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1697_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1697_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1697_2.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1697_3.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1697_4.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1697_5.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1698_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_1699_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_171_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_176_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_181_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_213_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_215_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_216_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_22_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_23_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_257_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_264_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_274_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_274_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_275_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_289_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_289_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_291_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_291_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_291_2.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_291_3.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_2_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_304_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_304_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_310_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_311_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_315_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_317_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_320_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_320_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_320_2.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_320_3.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_334_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_341_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_346_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_362_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_363_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_364_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_36_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_388_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_397_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_398_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_399_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_419_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_422_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_422_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_429_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_42_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_42_2.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_435_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_43_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_43_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_456_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_457_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_45_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_465_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_465_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_46_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_47_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_483_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_483_2.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_485_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_489_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_490_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_497_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_497_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_503_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_514_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_526_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_534_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_534_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_536_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_537_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_543_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_592_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_597_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_611_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_615_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_621_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_621_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_621_2.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_637_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_637_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_670_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_678_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_67_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_67_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_67_2.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_67_3.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_687_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_719_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_719_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_719_2.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_728_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_734_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_734_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_738_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_747_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_748_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_771_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_77_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_788_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_790_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_800_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_803_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_803_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_805_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_805_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_805_2.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_80_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_817_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_819_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_819_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_819_2.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_840_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_840_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_840_2.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_851_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_852_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_858_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_88_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_893_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_899_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_899_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_899_2.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_899_3.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_8_2.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_902_1.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_908_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_915_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_929_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_93_0.jpg
train,Missile,KIIT-MiTA,E:\Sentinel-X\Data\CNN-Data\train\Missile\KIIT-MiTA_image_s3r2_kiit_959_0.jpg
